model_s,tail_num,mfg,model,updated,comment 
a4bcf1,N404QX,,DH8D,1464739201,DHC-8-402 Dash 8
a8c796,N665JB,,A320,1464739201,A320-232
a8a319,N656AW,,A320,1464739201,A320-232
ad049a,N938NN,BOEING 737-823,B738,1466992601,AMERICAN AIRLINES
abf29f,N8690A,BOEING 737-8H4,B738,1466992601,SOUTHWEST AIRLINES
ac1190,N877NN,,B738,1464739201,B738
ab3fcc,N824AW,,A319,1464739201,A319-132
a92dfc,N69063,,B764,1464739201,B767-424 (ER)
a03bcd,N114HQ,,E170,1464739201,ERJ-170-200LR
a74f33,N570JB,AIRBUS,A320-232,1464739200,
a5aa1c,N464SW,,CRJ2,1464739201,CL-600-2B19 CRJ-200ER
ad9b28,N976NN,BOEING,737-823,1464739200,
aae316,N800NN,BOEING,737-823,1464739200,
a030a8,N111HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,1464739200,
a60814,N488UA,,A320,1464739201,A320-232
a877d3,N645AE,,E145,1464739201,ERJ-145LR
ab879f,N842DN,BOEING,737-932ER,1464739200,
ad4fb2,N957LR,CANADAIR CRJ-900LR,CRJ9,1466992601,AMERICAN EAGLE
ab686f,N834NN,,B738,1464739201,Boeing 737-823
a9fb4e,N742PS,AIRBUS INDUSTRIE,A319-112,1464739200,
a4ec6b,N416WN,BOEING,B737,1464739201,B737
a9f461,N740UW,,A319,1464739201,A319-112
ad6182,N961SW,BOMBARDIER INC,CL-600-2B19,1464739200,
aa6ba6,N7702A,BOEING,737-7BD,1464739200,
a2c8b5,N279JB,,E190,1464739201,ERJ-190-100IGW
ad56e0,N959JB,AIRBUS,A321-231,1464739200,
aceb61,N931WN,BOEING,737-7H4,1464739200,
a3c9a1,N343NB,,A319,1464739201,A319-114
a96f07,N707EV,BOMBARDIER INC,CL-600-2C10,1464739200,
a72e69,N562AS,BOEING,737-890,1464739200,
a87065,N643AE,EMBRAER,EMB-145LR,1464739200,
ac85ee,N906EV,,CRJ2,1464739201,CRJ2
a77c11,N58101,,B752,1464739201,B757-224
a8c028,N663JB,,A320,1464739201,A320-232
ab485e,N826NN,BOEING,737-823,1464739200,
aa3839,N758EV,,CRJ7,1464739201,CL-600-2C10 CRJ-700
a7cfb7,N602LR,BOMBARDIER INC,CL-600-2D24,1464739200,
ab2169,N816UA,,A319,1464739201,A319-131
a0ddfb,N155NN,AIRBUS,A321-231,1464739200,
abf995,N8706W,BOEING,737-8,1464739200,
ab35cb,N821NN,,B738,1464739201,B737-823
a78945,N585JB,,A320,1464739201,A320-232
acc7ae,N922XJ,BOMBARDIER INC,CL-600-2D24,1464739200,
a95c25,N702BR,BOMBARDIER INC,CL-600-2B19,1464739200,
a8d46a,N66808,BOEING 737-924,B739,1466992601,UNITED AIRLINES
ac37b4,N8869B,,CRJ2,1464739201,CRJ2
a569fa,N448SW,,CRJ2,1464739201,CL-600-2B19 CRJ200LR
a9e167,N736AT,BOEING,777-323ER,1464739200,
a5a4d5,N463AW,BOMBARDIER INC,CL-600-2B19,1464739200,
abdeec,N864NN,,B738,1464739201,B738
a3649a,N318AS,BOEING,737-990,1464739200,
a5537f,N442QX,,DH8D,1464739201,DH8D
a8fc06,N67812,BOEING,737-924ER,1464739200,
a6c88a,N536US,BOEING,757-251,1464739200,
acced9,N924US,AIRBUS A321-231,A321,1466992601,AMERICAN AIRLINES
ab8c19,N843MH,BOEING,767-432ER,1464739200,
a4414a,N3730B,,B738,1464739201,B737-832
a722db,N559WN,BOEING 737-73V,B737,1466992601,SOUTHWEST AIRLINES
a137af,N178JB,,E190,1464739201,ERJ-190-100AR
a9a901,N721TW,,B752,1464739201,B757-231
a3418b,N309JB,EMBRAER,ERJ 190-100 IGW,1464739200,
a4d5e3,N410UA,AIRBUS INDUSTRIE,A320-232,1464739200,
a17b16,N195DN,BOEING,767-332,1464739200,
a479b2,N388HA,AIRBUS,A330-243,1464739200,
ac2bd5,N88331,EMBRAER S A,ERJ 170-200 LR,1464739200,
a4470e,N375HA,AIRBUS,A330-243,1464739200,
ade66f,N995NN,BOEING,737-823,1464739200,
a04b24,N118NN,AIRBUS A321-231,A321,1466992601,AMERICAN AIRLINES
a85f20,N63890,BOEING,737-924ER,1466168187,
a53317,N434MK,BOMBARDIER INC,DHC-8-402,1464739200,
a0a8df,N14107,,B752,1464739201,B757-224
a2d27c,N281JB,EMBRAER,ERJ 190-100 IGW,1464739200,
ad2736,N947AN,BOEING,737-823,1464739200,
abc91f,N859DN,BOEING 737-932(ER),B739,1466992601,DELTA AIR LINES
a2afeb,N272WN,BOEING,B737,1464739201,B737-7H4/W
a88e46,N650RW,EMBRAER,ERJ 170-100 SE,1464739200,
ad1957,N943LR,CANADAIR CRJ-900ER,CRJ9,1466992601,AMERICAN EAGLE
a8a6d0,N657AW,AIRBUS INDUSTRIE,A320-232,1464739200,
ab8031,N840DN,BOEING 737-932,B739,1466992601,DELTA AIR LINES
a11a81,N170PQ,,CRJ9,1464739201,CRJ9
ab9b13,N847NN,BOEING,737-823,1464739200,
a54c60,N440UA,AIRBUS INDUSTRIE,A320-232,1464739200,
a30657,N294WN,BOEING,737-7H4,1464739200,
a77ae0,N581NW,,B753,1464739201,B757-351
abe0df,N8646B,BOEING 737-8H4,B738,1466992601,SOUTHWEST AIRLINES
aa2a7f,N754SK,,CRJ7,1464739201,CRJ7
a8ae2e,N659AE,,E145,1464739201,ERJ-145LR
a897f4,N653AW,AIRBUS INDUSTRIE,A320-232,1464739200,
a04641,N117AN,AIRBUS,A321-231,1464739200,
ab10df,N812AW,AIRBUS INDUSTRIE,A319-132,1464739200,
a92362,N68802,BOEING 737-924,B739,1466992601,UNITED AIRLINES
acfa52,N935XJ,BOMBARDIER INC,CL-600-2D24,1464739200,
a74e7a,N570AS,BOEING,737-890,1464739200,
a7f6f6,N612JB,AIRBUS,A320-232,1464739200,
a2c336,N27722,BOEING,B737,1464739201,B737-724/W
a7a257,N591NN,BOMBARDIER INC,CL-600-2D24,1464739200,
ab7376,N837MH,BOEING,767-432ER,1464739200,
aaad49,N7873A,BOEING 737-7Q8,B737,1466992601,SOUTHWEST AIRLINES
a39fb7,N33209,,B738,1464739201,B737-824
a70f11,N554JB,AIRBUS,A320-232,1464739200,
ad15cf,N942NN,BOEING 737-823,B738,1466992601,AMERICAN AIRLINES
a7e152,N607AT,,B712,1464739201,B712
a837a5,N62894,BOEING,737-924ER,1464739200,
ad70ba,N965WN,BOEING,B737,1464739201,B737
aa92ff,N78008,,B772,1464739201,B777-224 (ER)
ad646e,N962JT,AIRBUS,A321-231,1464739200,
a968f8,N705UW,,A319,1464739201,A319-112
a0a9ac,N14162,,E145,1464739201,Emb.145XR
a9741d,N708UW,AIRBUS INDUSTRIE,A319-112,1464739200,
ac5312,N89315,EMBRAER S A,ERJ 170-200 LR,1466168187,
a41d04,N364VA,AIRBUS A320-214,A320,1466992601,VIRGIN AMERICA
ac135f,N8775A,,CRJ2,1464739201,CRJ2
a9d44c,N732US,,A319,1464739201,A319-112
a07311,N128SY,EMBRAER ERJ-175LR,E170,1466992601,UNITED EXPRESS
a7d3fe,N603SK,BOMBARDIER INC,CL-600-2C10,1464739200,
abe579,N866DN,BOEING,737-932ER,1464739200,
a98cbc,N714US,,A319,1464739201,A319-112
aaa5ae,N78511,,B738,1464739201,B737-824ER
acd262,N925SW,,CRJ2,1464739201,CL-600-2B19 CRJ-200
acb8a0,N919FJ,BOMBARDIER INC,CL-600-2D24,1464739200,
ab9448,N845VA,,A320,1464739201,A320
ab97e6,N846UA,,A319,1464739201,A319-131
abd230,N8607M,BOEING 737-8H4,B738,1466992601,SOUTHWEST AIRLINES
a2b081,N27213,BOEING,737-824,1464739200,
a8de56,N6702,,B752,1464739201,B757-232
acc95c,N923AN,,B738,1464739201,B737-823
aaf960,N806NN,BOEING,737-823,1464739200,
a70aa1,N553AS,BOEING,737-890,1464739200,
aa1f97,N751UW,,A319,1464739201,A319-112
a8e247,N6713Y,BOEING,757-232,1464739200,
abec4d,N8678E,BOEING,737-8H4,1464739200,
a6bf4e,N534AE,BOMBARDIER INC,CL-600-2C10,1464739200,
a0acdd,N14228,,B738,1464739201,B737-824/W
a707a3,N552JB,,A320,1464739201,A320-232
a94b2e,N69829,BOEING,737-924ER,1466168187,
a5b916,N468UA,,A320,1464739201,A320-232
a42a37,N368CA,BOMBARDIER INC,CL-600-2C10,1464739200,
a993fc,N716SW,BOEING,737-7H4,1464739200,
a4347b,N370HA,AIRBUS,A330-243,1466168186,
a455ea,N379HA,AIRBUS,A330-243,1464739200,
a414fb,N362NW,,A320,1464739201,A320-212
a58aba,N456ZW,BOMBARDIER INC,CL-600-2B19,1464739200,
a7f63d,N612AS,BOEING,B737,1464739201,B737-790/W
a15516,N185UW,AIRBUS INDUSTRIE,A321-211,1464739200,
a05aaf,N12163,EMBRAER,EMB-145XR,1464739200,
abeb57,N8671D,BOEING,737-8H4,1464739200,
a7da9c,N605JB,AIRBUS,A320-232,1464739200,
abfefd,N872NN,BOEING,737-823,1464739200,
a70bd1,N553NW,BOEING,757-251,1464739200,
ac61b1,N8970D,BOMBARDIER INC,CL-600-2B19,1464739200,
a62c1a,N497WN,BOEING,B737,1464739201,B737
a4b583,N402QX,BOMBARDIER INC,DHC-8-402,1464739200,
aa9b65,N7828A,BOEING,737-7CT,1466168187,
a4cc1c,N408UA,AIRBUS INDUSTRIE,A320-232,1464739200,
a2685b,N254WN,BOEING,B737,1464739201,B737-7H4/W
a919aa,N686BR,,CRJ2,1464739201,CRJ2
ab3a0c,N822UA,,A319,1464739201,A319-131
a688ff,N520AS,BOEING,737-890,1464739200,
abb089,N852UA,AIRBUS,A319-131,1464739200,
ac8e1d,N908NN,,B738,1464739201,B738
aab38f,N789SK,BOMBARDIER INC,CL-600-2C10,1464739200,
a5aa3a,N464UA,AIRBUS INDUSTRIE,A320-232,1464739200,
a3ad47,N336NB,,A319,1464739201,A319-114
a1bdc6,N211FR,,A320,1464739201,A320
a808c4,N617AE,,E145,1464739201,E145
a697db,N524AS,BOEING,737-890,1464739200,
aa5d2e,N767SW,BOEING,737-7H4,1464739200,
a71337,N555NN,CANADAIR CRJ-900,CRJ9,1466992601,AMERICAN EAGLE
a55090,N441YX,EMBRAER S A,ERJ 170-200 LR,1464739200,
a76fe9,N579AS,BOEING,737-890,1464739200,
a57d52,N453AS,BOEING,737-990ER,1466168186,
a26fc9,N256WN,BOEING,B737,1464739201,B737-7H4/W
ac8ad2,N907SW,BOMBARDIER INC,CL-600-2B19,1464739200,
a35ab8,N315PQ,BOMBARDIER INC,CL-600-2D24,1464739200,
abf8e0,N8701Q,BOEING,737-8,1464739200,
a03374,N11181,,E145,1464739201,Emb.145XR
a6e4e4,N543US,,B752,1464739201,B757-251
a06646,N125AA,AIRBUS A321-231,A321,1466992601,AMERICAN AIRLINES
a0b550,N145AN,AIRBUS A321-231,A321,1466992601,AMERICAN AIRLINES
a80d40,N618JB,AIRBUS,A320-232,1464739200,
a9f502,N74007,,B772,1464739201,B777-224 (ER)
ab03a4,N809DN,BOEING,737-932ER,1466168187,
ac793f,N9022G,AIRBUS,A319-115,1464739200,
abefba,N8686A,BOEING,737-8H4,1466168187,
a84e24,N634RW,EMBRAER,ERJ 170-100 SE,1464739200,
acd2d3,N925XJ,BOMBARDIER INC,CL-600-2D24,1464739200,
aaee9c,N803SK,BOMBARDIER INC,CL-600-2D24,1464739200,
accb22,N923US,AIRBUS A321-231,A321,1466992601,AMERICAN AIRLINES
a87c4f,N646JB,,A320,1464739201,A320-232
aa44ac,N76054,BOEING,767-424ER,1464739200,
a06435,N124SY,EMBRAER ERJ-175LR,E170,1466992601,UNITED EXPRESS
a06461,N124US,AIRBUS INDUSTRIE,A320-214,1464739200,
a03281,N11113,,E145,1464739201,EMB-145XR
a4ba76,N4032T,AIRBUS,A319-115,1464739200,
a9d5e7,N73278,,B738,1464739201,B737-824/W
a75710,N572NN,BOMBARDIER INC,CL-600-2D24,1464739200,
a7de53,N606JB,AIRBUS,A320-232,1464739200,
abd26b,N8609A,BOEING,737-8H4,1464739200,
a4ba02,N403YX,EMBRAER ERJ-175LR,E170,1466992601,AMERICAN EAGLE
a61d00,N493UA,,A320,1464739201,A320-232
a4417d,N3731T,,B738,1464739201,B737-832
a562aa,N446UA,AIRBUS INDUSTRIE,A320-232,1464739200,
a6f5b5,N548AS,BOEING,737-890,1464739200,
a53756,N435SW,BOMBARDIER INC,CL-600-2B19,1464739200,
a67181,N514NK,,A319,1464739201,A319-132
a8e733,N673DL,,B752,1464739201,B757-232
acba30,N919XJ,,CRJ9,1464739201,CRJ9
a53ec4,N437SW,BOMBARDIER INC,CL-600-2B19,1464739200,
a4460e,N37471,BOEING,737-924ER,1464739200,
a3245d,N301PQ,CANADAIR CRJ-900LR,CRJ9,1466992601,DELTA CONNECTION
a06db4,N127AA,AIRBUS A321-231,A321,1466992601,AMERICAN AIRLINES
a7b13b,N595NW,,B753,1464739201,B757-351
a033ae,N112AN,AIRBUS INDUSTRIE,A321-231,1464739200,
a11fa1,N17126,BOEING,757-224,1464739200,
acfe09,N936XJ,,CRJ9,1464739201,CRJ9
a0f869,N16147,,E145,1464739201,Emb.145XR
a55d45,N445AW,,CRJ2,1464739201,CRJ2
abdb35,N863NN,,B738,1464739201,B738
abd69d,N862DN,BOEING,737-932ER,1464739200,
a858f3,N637NK,AIRBUS,A320-232,1466168187,
a4f7cb,N419YX,EMBRAER,ERJ 170-200 LR,1466168186,
a1d4bc,N217NN,EMBRAER S A,ERJ 170-200 LR,1464739200,
a44548,N3742C,BOEING,737-832,1464739200,
a6b55a,N531NK,AIRBUS,A319-132,1464739200,
adb782,N983NN,BOEING 737-823,B738,1466992601,AMERICAN AIRLINES
aa56f8,N76533,BOEING,737-824,1466168187,
a43ea6,N37277,BOEING,737-824,1464739200,
a411df,N361VA,AIRBUS,A320-214,1466168186,
adc532,N987AN,BOEING,737-823,1464739200,
a8aaa5,N658CA,,CRJ7,1464739201,CRJ7
a722b1,N559UW,AIRBUS,A321-231,1464739200,
a39e7e,N332NW,,A320,1464739201,A320-211
a99a3d,N718EV,BOMBARDIER INC,CL-600-2C10,1464739200,
a577d4,N451WN,BOEING,737-7H4,1464739200,
a3f133,N353NW,AIRBUS INDUSTRIE,A320-212,1464739200,
a895b0,N652RS,EMBRAER,EMB-145LR,1464739200,
a55f6c,N445YX,EMBRAER S A,ERJ 170-200 LR,1464739200,
aae5f7,N801DZ,BOEING 737-932,B739,1466992601,DELTA AIR LINES
a6ce58,N538CA,,CRJ9,1464739201,CRJ9
aba324,N849VA,,A320,1464739201,A320
a0aa2b,N142AN,AIRBUS,A321-231,1466168185,
a6f98e,N549CA,BOMBARDIER INC,CL-600-2D24,1464739200,
a0808f,N131SY,EMBRAER S A,ERJ 170-200 LR,1464739200,
a3e9c5,N351NW,,A320,1464739201,A320-212
a01ca5,N106SY,EMBRAER S A,ERJ 170-200 LR,1466168184,
a1226e,N172US,,A321,1464739201,A321-211
a98909,N713UW,,A319,1464739201,A319-112
ad35b1,N950LR,BOMBARDIER INC,CL-600-2D24,1466168188,
acfa3d,N935WN,BOEING,B737,1464739201,B737
a8af5f,N659NK,AIRBUS A321-231,A321,1466992601,SPIRIT AIRLINES
aa9eb3,N7835A,BOEING,737-752,1466168187,
a08bb4,N134SY,EMBRAER S A,ERJ 170-200 LR,1464739200,
ad3d1f,N952LR,BOMBARDIER INC,CL-600-2D24,1466168188,
ad945a,N974UY,AIRBUS,A321-231,1464739200,
abf1d2,N869RW,,E170,1464739201,ERJ-170-100 SE
aa395b,N758SK,BOMBARDIER INC,CL-600-2C10,1464739200,
a95d52,N702PS,BOMBARDIER INC,CL-600-2C10,1464739200,
a678ef,N516NK,AIRBUS,A319-132,1464739200,
ac2bb6,N88325,EMBRAER,ERJ 170-200 LR,1464739200,
aa4e47,N763SK,BOMBARDIER INC,CL-600-2C10,1464739200,
a83f98,N630VA,AIRBUS,A320-214,1464739200,
a1ff46,N228FR,AIRBUS,A320-214,1466168185,
ab5365,N829MH,,B764,1464739201,B767-432 (ER)
ac74f9,N901XJ,BOMBARDIER INC,CL-600-2D24,1464739200,
a59f53,N461WN,BOEING,B737,1464739201,B737
a94b05,N69813,BOEING,737-924ER,1466168187,
a43c7a,N372NW,AIRBUS INDUSTRIE,A320-212,1464739200,
ab5afe,N8302F,,B738,1464739201,B738
a842ff,N631RW,,E170,1464739201,Emb.170-100SE
a94b50,N69838,BOEING,737-924ER,1466168187,
ad504d,N957SW,,CRJ2,1464739201,CL-600-2B19 CRJ-200
a72b6b,N561JB,,A320,1464739201,A320-232
a4d9d8,N411WN,BOEING,737-7H4,1464739200,
a602cd,N487CA,BOMBARDIER INC,CL-600-2B19,1464739200,
a6503f,N506AE,BOMBARDIER INC,CL-600-2C10,1464739200,
a53ba4,N436YX,EMBRAER S A,ERJ 170-200 LR,1464739200,
ace7aa,N930WN,BOEING,737-7H4,1464739200,
ac2c92,N8839E,BOMBARDIER INC,CL-600-2B19,1464739200,
a50192,N421YX,EMBRAER S A,ERJ 170-200 LR,1464739200,
a5829d,N454SW,BOMBARDIER INC,CL-600-2B19,1464739200,
acd143,N925FJ,BOMBARDIER INC,CL-600-2D24,1464739200,
aacc32,N795SK,BOMBARDIER INC,CL-600-2C10,1464739200,
a0f566,N161AA,AIRBUS,A321-231,1464739200,
a25d36,N251WN,BOEING,B737,1464739201,B737-7H4/W
a5f1ca,N482UA,,A320,1464739201,A320-232
a7ad84,N594NW,,B753,1464739201,B757-351
a8d4d2,N66837,BOEING 737-924,B739,1466992601,UNITED AIRLINES
ad6116,N961NN,BOEING 737-823,B738,1466992601,AMERICAN AIRLINES
a6a6b7,N528AS,BOEING,B737,1464739201,B737
aae5ab,N801AY,,CRJ4,1464739201,CL-600-2B19 CRJ-440LR
a19aaa,N202NN,EMBRAER ERJ-175LR,E170,1466992601,AMERICAN EAGLE
a72c78,N561UW,AIRBUS,A321-231,1464739200,
a3a9a3,N335NW,AIRBUS INDUSTRIE,A320-212,1464739200,
a32acf,N303DN,AIRBUS,A321-211,1464739200,
add667,N991AN,,B738,1464739201,B737-823/W
a0f73c,N161UW,,A321,1464739201,A321-211
a9bfc9,N727YX,EMBRAER S A,ERJ 170-200 LR,1466168187,
aa0300,N744SK,BOMBARDIER INC,CL-600-2C10,1464739200,
abb534,N85320,EMBRAER S A,ERJ 170-200 LR,1464739200,
a4b5d2,N402UA,AIRBUS INDUSTRIE,A320-232,1464739200,
ac7f41,N904NN,,B738,1464739201,B738
a55f31,N445WN,BOEING,737-7H4,1464739200,
acd83d,N927AT,,B712,1464739201,B717-231
aa7e56,N77525,,B738,1464739201,B737-824/W
ab10cb,N812AA,BOEING,787-8,1466168187,
ab6542,N833UA,AIRBUS INDUSTRIE,A319-131,1464739200,
a845f4,N632JB,AIRBUS,A320-232,1464739200,
aa600a,N768JB,AIRBUS,A320-232,1464739200,
a57747,N451QX,BOMBARDIER INC,DHC-8-402,1464739200,
a16037,N188US,,A321,1464739201,A321-211
a46d47,N38451,,B739,1464739201,B739
ab678e,N834DN,BOEING,737-932ER,1464739200,
a3a0cc,N33286,BOEING,737-824,1464739200,
ad4584,N954WN,BOEING,B737,1464739201,B737
a94b4d,N69835,BOEING,737-924ER,1464739200,
ad27f3,N947JB,AIRBUS,A321-231,1464739200,
ab2760,N818DA,BOEING,737-932ER,1464739200,
a6f96c,N549AS,BOEING,737-8FH,1464739200,
a7a1e8,N591JB,AIRBUS,A320-232,1464739200,
ad8935,N971UY,AIRBUS,A321-231,1466168188,
ac2bd6,N88332,EMBRAER ERJ170-200LR,E170,1466992601,MESA AIRLINES
ab772d,N838MH,,B764,1464739201,B767-432 (ER)
a081ca,N13138,,B752,1464739201,B757-224
ab3c15,N823AW,AIRBUS INDUSTRIE,A319-132,1464739200,
a441c9,N3733Z,,B738,1464739201,B737-832
aa56b6,N76517,BOEING,737-824,1464739200,
abb3be,N853NW,AIRBUS,A330-223,1464739200,
a52e54,N433AS,BOEING 737-990,B739,1466992601,ALASKA AIRLINES
ac9ae8,N911FJ,BOMBARDIER INC,CL-600-2D24,1464739200,
a1c0ec,N21197,EMBRAER,EMB-145XR,1464739200,
a7824e,N583NW,BOEING,757-351,1464739200,
a35012,N312US,,A320,1464739201,A320-211
aa6ccb,N771AN,,B772,1464739201,B777-223 (ER)
a69b86,N525AE,BOMBARDIER INC,CL-600-2C10,1464739200,
a51714,N427QX,BOMBARDIER INC,DHC-8-402,1464739200,
abb172,N8522P,BOEING,737-8H4,1464739200,
a125f9,N173SY,EMBRAER ERJ-175LR,E170,1466992601,ALASKA AIRLINES
a3f120,N353NB,,A319,1464739201,A319-114
a97de4,N710UW,,A319,1464739201,A319-112
a7888c,N585AS,,B738,1464739201,B737-890
ada6b9,N979SW,BOMBARDIER INC,CL-600-2B19,1464739200,
a4f3d9,N418WN,BOEING,737-7H4,1464739200,
ad6ec6,N965AN,BOEING,737-823,1464739200,
ac3f55,N889AS,BOMBARDIER INC,CL-600-2B19,1464739200,
a013e8,N104DN,,LJ45,1467076514,SIERRA TRI-DELTA LLC    United States
acf975,N935NN,BOEING,737-823,1464739200,
a81163,N619NK,AIRBUS,A320-232,1464739200,
a684b5,N519UW,,A321,1464739201,A321-231
a449f1,N3759,BOEING,737-832,1464739200,
a0232a,N108HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,1464739200,
a48a83,N392DA,,B738,1464739201,B737-832
a48e9e,N393HA,AIRBUS,A330-243,1464739200,
a11d3c,N171DN,BOEING,767-332,1464739200,
a596b1,N45956,BOEING 787-9 DREAMLINER,B789,1466992601,UNITED AIRLINES
ac2bf8,N88341,EMBRAER ERJ-175LR,E170,1466992601,UNITED EXPRESS
a1efe7,N224AK,BOEING,737-990ER,1464739200,
a1bf3a,N211WN,BOEING,737-7H4,1464739200,
ab5bd4,N8308K,BOEING,737-8H4,1464739200,
a74224,N567NN,BOMBARDIER INC,CL-600-2D24,1464739200,
a1388c,N178SY,EMBRAER S A,ERJ 170-200 LR,1464739200,
abe862,N8667D,BOEING 737-8H4,B738,1466992601,SOUTHWEST AIRLINES
ac3b24,N8877A,BOMBARDIER INC,CL-600-2B19,1464739200,
a42b32,N368NB,AIRBUS,A319-114,1464739200,
a4ce25,N409AW,BOMBARDIER INC,CL-600-2B19,1464739200,
a44565,N37427,BOEING,737-924ER,1464739200,
abdc56,N8630B,BOEING 737-8H4,B738,1466992601,SOUTHWEST AIRLINES
ad1218,N941NN,BOEING 737-823,B738,1466992601,AMERICAN AIRLINES
a78e09,N586UW,AIRBUS,A321-231,1466168186,
a05cf3,N122US,,A320,1464739201,A320-214
ab40f0,N824NN,BOEING,737-823,1464739200,
a7a956,N593JB,AIRBUS,A320-232,1464739200,
acad7b,N916FJ,BOMBARDIER INC,CL-600-2D24,1464739200,
a1584a,N186PQ,,CRJ9,1464739201,CRJ9
a0d6a8,N153PQ,BOMBARDIER INC,CL-600-2D24,1464739200,
a138b8,N178US,AIRBUS INDUSTRIE,A321-211,1464739200,
ab0e4c,N811NN,BOEING,737-823,1464739200,
a8aac8,N658DL,BOEING,757-232,1464739200,
abe40a,N8652B,BOEING,737-8H4,1464739200,
aca309,N913NN,BOEING,737-823,1466168188,
a08663,N133AN,AIRBUS,A321-231,1464739200,
a22482,N237WN,BOEING,B737,1464739201,B737-7H4/W
a7d7b5,N604SK,,CRJ7,1464739201,CRJ7
a0a9d1,N14174,,E145,1464739201,Emb.145XR
ac03e2,N8730Q,,,1464739201,
a5ec61,N481AS,BOEING 737-990,B739,1466992601,ALASKA AIRLINES
ad0373,N938AT,BOEING,717-200,1464739200,
ab81b5,N840VA,AIRBUS,A320-214,1464739200,
a735d7,N564AS,BOEING,737-890,1464739200,
a506d9,N423AW,,CRJ2,1464739201,CRJ2
acc954,N923AE,EMBRAER,EMB-145LR,1464739200,
a1235b,N17229,,B738,1464739201,B737-824
ac7e80,N904EV,BOMBARDIER INC,CL-600-2B19,1464739200,
a18403,N197UW,,A321,1464739201,A321-211
a94bfc,N69885,BOEING,737-924ER,1464739200,
a280fe,N260WN,BOEING,B737,1464739201,B737-7H4/W
aa8a83,N779AN,,B772,1464739201,B777-223 (ER)
a8a847,N657RW,,E170,1464739201,Emb.170-100SE
a6506d,N506CA,BOMBARDIER INC,CL-600-2B19,1464739200,
ac390f,N887NN,,B738,1464739201,B738
a4c170,N405YX,EMBRAER S A,ERJ 170-200 LR,1466168186,
a737c7,N564WN,BOEING,737-73V,1466168186,
a9618a,N703UW,,A319,1464739201,A319-112
a04edb,N119NN,AIRBUS,A321-231,1466168185,
acc02b,N920WN,BOEING,737-7H4,1464739200,
abd8a5,N8620H,BOEING 737-8H4,B738,1466992601,SOUTHWEST AIRLINES
a99686,N717EV,BOMBARDIER INC,CL-600-2C10,1464739200,
a582bb,N454UA,AIRBUS INDUSTRIE,A320-232,1464739200,
a1fd03,N227WN,BOEING,737-7H4,1464739200,
aa9ab6,N7823A,BOEING,737-7CT,1466168187,
a85f30,N639AE,,E145,1464739201,ERJ-145LR
a44988,N3756,,B738,1464739201,B737-832
ac5d38,N896SK,BOMBARDIER INC,CL-600-2D24,1466168187,
a44c70,N3760C,,B738,1464739201,B737-832/W
aae960,N802AW,,A319,1464739201,A319-132
a9d59a,N73251,BOEING,737-824,1464739200,
ab1d06,N815MD,,E170,1464739201,ERJ 170-100SU
a4463e,N3749D,,B738,1464739201,B737-832
a0abc5,N142SY,EMBRAER S A,ERJ 170-200 LR,1466168185,
a095f0,N137HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,1464739200,
a9c508,N729AN,BOEING,777-323ER,1464739200,
ad4747,N955AN,BOEING,737-823,1464739200,
ad2aed,N948AN,BOEING,737-823,1464739200,
acee50,N932NN,BOEING,737-823,1464739200,
abd7d1,N862RW,EMBRAER,ERJ 170-100 SE,1464739200,
a2fee9,N292WN,BOEING,737-7H4,1464739200,
a39723,N330PQ,BOMBARDIER INC,CL-600-2D24,1464739200,
acc610,N922EV,,CRJ2,1464739201,CRJ2
aa5694,N76508,,B738,1464739201,B737-824
acdcec,N928LR,,CRJ9,1464739201,CRJ9
a836fb,N62849,BOEING 737-924,B739,1466992601,UNITED AIRLINES
a81abe,N621JB,AIRBUS,A320-232,1464739200,
acea99,N931NN,BOEING,737-823,1466168188,
ab5056,N828UA,AIRBUS INDUSTRIE,A319-131,1464739200,
a57ee6,N453SW,BOMBARDIER INC,CL-600-2B19,1464739200,
a89234,N651UA,BOEING,767-322,1464739200,
aa2ba2,N75426,BOEING,737-924ER,1464739200,
ac0a22,N875NN,,B738,1464739201,B738
a923cf,N68836,BOEING,737-924ER,1464739200,
ac8364,N905SW,BOMBARDIER INC,CL-600-2B19,1464739200,
a97675,N709EV,,CRJ7,1464739201,CL-600-2C10 CRJ-700
a08021,N131NN,AIRBUS A321-231,A321,1466992601,AMERICAN AIRLINES
a3d4c6,N346NB,AIRBUS,A319-114,1464739200,
a9cecf,N731AN,BOEING,777-323ER,1466168187,
a59197,N458UA,AIRBUS INDUSTRIE,A320-232,1464739200,
a8aa87,N658AW,AIRBUS INDUSTRIE,A320-232,1464739200,
a69418,N523AE,,CRJ7,1464739201,CL-600-2C10 CRJ-700
abb810,N854VA,,A320,1464739201,A320
a1200d,N17159,EMBRAER,EMB-145XR,1464739200,
a2033a,N229JB,EMBRAER,ERJ 190-100 IGW,1464739200,
a00b91,N10156,,E145,1464739201,Emb.145XR
a2a2df,N26902,BOEING 787-8 DREAMLINER,B788,1466992601,UNITED AIRLINES
a0e751,N15751,BOEING,737-71Q,1464739200,
a63d42,N5007E,AIRBUS,A319-115,1464739200,
